facility_id,name,address_city,address_state,address_zip,latitude,longitude,facility_type,specialties,data_completeness,searchable_text,ext_has_icu,ext_icu_beds,ext_has_emergency,ext_has_24_7,ext_has_surgery,ext_has_dialysis,ext_has_oncology,ext_has_neonatal_icu,ext_has_mental_health,ext_has_trauma_centre,ext_inferred_doctors,ext_extracted_equipment,ext_extracted_procedures,ext_operational_notes,ext_confidence,ext_source_sentence,trust_trust_completeness,trust_trust_consistency,trust_trust_verifiability,trust_trust_recency,trust_trust_digital,trust_contradictions,trust_source_sentence,trust_score,contradictions,source_sentence,extraction_error
00025,32 Tz Dental Care,Mumbai,Maharashtra,400001,18.93402863,72.83262634,clinic,['familyMedicine | prosthodontics | cosmeticDentistry | endodontics | dentistry'],0.875,"32 Tz Dental Care Dental Clinic at Fort. We provide a wide variety of services from teeth cleaning to root canals, caps, bridges, dentures - you name it we have it. Led by Dr. Rujit Desai (M.D.S. - Prosthodontics and Implantology). We have female dentist(s) at our dental clinic. Specializes in cosmetic/aesthetic dentistry, implantology, and prosthodontics | Has 1 doctor on staff: Dr. Rujit Desai, a dentist with 18 years of experience | Multispecialty dental clinic located in Fort, Mumbai | Offers dental consultation and cosmetic dentistry services | Multi-speciality dental clinic | Offers online consultation | Located in South Mumbai | Serves patients from local area, cities nearby, all over state, expats, NRIs, abroad, and dental tourists | Equipped with latest technologies | Led by Dr. Rujit Desai (M.D.S. - Prosthodontics and Implantology) | Based in Mumbai, India | Located in Fort, Mumbai | Provides outpatient dental services | Specializes in implant dentistry and prosthodontics | Has female dentists on staff | Has 1 dentist on staff: Dr. Rujit Desai | Dr. Rujit Desai, BDS, MDS - Prosthodontist and Crown Bridge; Implantologist; Dental Surgeon, practices at the clinic | Dental Tourism facility familyMedicine | prosthodontics | cosmeticDentistry | endodontics | dentistry Dental implants | Performs endo surgery or apicoectomy | Provides acrylic partial denture | Performs endosurgery | Smile Designing | Fits cast partial dentures | Provides complete/partial dentures fixing | Oral implants | Performs impaction/impacted tooth extraction | Teeth Whitening | Provides dental braces | Provides artificial teeth | Provides conservative dentistry | Implant bridges | Teeth cleaning (prophylaxis) | Provides teeth aligners | Dental crowns (caps) | Dentures | Fixes crowns and bridges | Dental bridges | Consultation | Root canal treatment | Smile Makeovers | Fluoride Therapy | Offers cosmetic/aesthetic dentistry | Wisdom Tooth Extraction | Tooth implants | Offers dental implant surgery | Implant overdenture Autoclaves | Pulse Oximeters | Tooth Whitening System | Single-use Injection Needles | Fully Automatic Dental Chairs | Fully Computerized Operatories | Dental Photography | Prophy Cups and Bibs | Digital Imaging | Dental Loupes | Disposable Masks | Periapical X-rays | Disposable Gloves | Computerized patient details | Saliva Ejectors | Ultrasonic Cleaner | Intraoral Camera | Digital X-ray | Wi-Fi Mumbai Maharashtra Autoclaves Pulse Oximeters Tooth Whitening System Single-use Injection Needles Fully Automatic Dental Chairs Fully Computerized Operatories Dental Photography Prophy Cups and Bibs Digital Imaging Dental Loupes Disposable Masks Periapical X-rays Disposable Gloves Computerized patient details Saliva Ejectors Ultrasonic Cleaner Intraoral Camera Digital X-ray Wi-Fi Dental implants Performs endo surgery or apicoectomy Provides acrylic partial denture Performs endosurgery Smile Designing Fits cast partial dentures Provides complete/partial dentures fixing Oral implants Performs impaction/impacted tooth extraction Teeth Whitening Provides dental braces Provides artificial teeth Provides conservative dentistry Implant bridges Teeth cleaning (prophylaxis) Provides teeth aligners Dental crowns (caps) Dentures Fixes crowns and bridges Dental bridges Consultation Root canal treatment Smile Makeovers Fluoride Therapy Offers cosmetic/aesthetic dentistry Wisdom Tooth Extraction Tooth implants Offers dental implant surgery Implant overdenture",False,,False,False,False,False,False,False,False,False,1.0,"['Autoclaves', 'Pulse Oximeters', 'Tooth Whitening System', 'Single-use Injection Needles', 'Fully Automatic Dental Chairs', 'Fully Computerized Operatories', 'Dental Photography', 'Prophy Cups and Bibs', 'Digital Imaging', 'Dental Loupes', 'Disposable Masks', 'Periapical X-rays', 'Disposable Gloves', 'Computerized patient details', 'Saliva Ejectors', 'Ultrasonic Cleaner', 'Intraoral Camera', 'Digital X-ray', 'Wi-Fi']","['Dental implants', 'Performs endo surgery or apicoectomy', 'Provides acrylic partial denture', 'Performs endosurgery', 'Smile Designing', 'Fits cast partial dentures', 'Provides complete/partial dentures fixing', 'Oral implants', 'Performs impaction/impacted tooth extraction', 'Teeth Whitening', 'Provides dental braces', 'Provides artificial teeth', 'Provides conservative dentistry', 'Implant bridges', 'Teeth cleaning (prophylaxis)', 'Provides teeth aligners', 'Dental crowns (caps)', 'Dentures', 'Fixes crowns and bridges', 'Dental bridges', 'Consultation', 'Root canal treatment', 'Smile Makeovers', 'Fluoride Therapy', 'Offers cosmetic/aesthetic dentistry', 'Wisdom Tooth Extraction', 'Tooth implants', 'Offers dental implant surgery', 'Implant overdenture']",,high,"Multispecialty dental clinic located in Fort, Mumbai | Offers dental consultation and cosmetic dentistry services | Specializes in implant dentistry and prosthodontics | Has 1 doctor on staff: Dr. Rujit Desai, a dentist with 18 years of experience",21.9,30.0,25.0,2.0,7.5,[],"Multispecialty dental clinic located in Fort, Mumbai | Offers dental consultation and cosmetic dentistry services | Specializes in implant dentistry and prosthodontics | Has 1 doctor on staff: Dr. Rujit Desai, a dentist with 18 years of experience",86.4,[],"Multispecialty dental clinic located in Fort, Mumbai | Offers dental consultation and cosmetic dentistry services | Specializes in implant dentistry and prosthodontics | Has 1 doctor on staff: Dr. Rujit Desai, a dentist with 18 years of experience",
00026,32solutions,Solapur,Maharashtra,413001,17.6764183,75.90207672,clinic,['familyMedicine'],0.375,32solutions Speciality dental clinic catering implant dentistry nan familyMedicine Solapur Maharashtra,,,,,,,,,,,,[],[],,insufficient_data,Capability: nan,9.4,30.0,0.0,2.0,10.0,[],Capability: nan,51.4,[],Capability: nan,
00027,3D Facial Imaging Center,Nashik,Maharashtra,422001,19.98791885,73.78393555,dentist,['dentistry | radiology'],0.625,"3D Facial Imaging Center Medical Diagnostic Imaging Center Provides artificial teeth implants | Operates as a medical diagnostic imaging center in Nashik, Maharashtra, India | Provides teeth whitening services | Provides dental braces fixing | Dental clinic offering cosmetic and restorative dentistry | Provides tooth reshaping and conservative dentistry dentistry | radiology Dental braces fixing | Tooth reshaping | Conservative dentistry | Teeth whitening | Artificial teeth implant Nashik Maharashtra Dental braces fixing Tooth reshaping Conservative dentistry Teeth whitening Artificial teeth implant",,,False,False,False,False,False,False,False,False,,[],"['Dental braces fixing', 'Tooth reshaping', 'Conservative dentistry', 'Teeth whitening', 'Artificial teeth implant']",,high,"Capability:  Provides artificial teeth implants | Operates as a medical diagnostic imaging center in Nashik, Maharashtra, India | Provides teeth whitening services | Provides dental braces fixing | Dental clinic offering cosmetic and restorative dentistry | Provides tooth reshaping and conservative dentistry",15.6,30.0,15.0,2.0,0.0,[],"Capability:  Provides artificial teeth implants | Operates as a medical diagnostic imaging center in Nashik, Maharashtra, India | Provides teeth whitening services | Provides dental braces fixing | Dental clinic offering cosmetic and restorative dentistry | Provides tooth reshaping and conservative dentistry",62.6,[],"Capability:  Provides artificial teeth implants | Operates as a medical diagnostic imaging center in Nashik, Maharashtra, India | Provides teeth whitening services | Provides dental braces fixing | Dental clinic offering cosmetic and restorative dentistry | Provides tooth reshaping and conservative dentistry",
00028,3D Plus Maxillofacial Imaging,Bhopal,Madhya Pradesh,462003,23.23569489,77.40151215,hospital,['radiology | familyMedicine | internalMedicine | oralAndMaxillofacialSurgery | dentistry'],0.75,"3D Plus Maxillofacial Imaging We specialize in Maxillofacial Imaging and analysis and 3D printing for Medical usage. Delivers fast digital reporting | Fast digital reporting of imaging studies | Uses modern 3D imaging technology for dental and maxillofacial imaging | Outpatient dental and maxillofacial radiology imaging center | Low-radiation safety protocols | Offers OPG, Skull View X-ray, Panoramic X-ray, and Cephalometric X-ray imaging | Maxillofacial imaging center | Dental and maxillofacial imaging services | Offers CBCT imaging services | 3D printing of surgical guides for dental implant surgeries | Dental radiology imaging services using modern 3D technology | Provides 3D printing for medical usage | Specializes in maxillofacial imaging and analysis | Provides low-radiation safety protocols | Orthodontic evaluation imaging support | Implant planning imaging support radiology | familyMedicine | internalMedicine | oralAndMaxillofacialSurgery | dentistry Performs skull view X-ray imaging | Uses modern 3D imaging technology for dental and maxillofacial imaging | Provides CBCT imaging for dental and maxillofacial planning | Supports implant planning imaging | Performs TMJ imaging | Offers TMJ imaging | Provides OPG panoramic X-ray imaging | Offers OPG X-ray | Offers Cephalogram | Supports orthodontic evaluation with imaging | Performs sinus and airway analysis imaging | Provides sinus and airway analysis | Performs CBCT scans for maxillofacial imaging | Offers Skull View X-ray | Performs Cephalometric skull X-ray imaging | Performs Panoramic dental X-ray imaging | Offers panoramic dental X-ray | Supports dental implant planning with imaging | Performs OPG imaging | Supports orthodontic evaluation imaging | Offers cephalometric X-ray (Cephalometric/X-ray Ceph) | Performs cephalometric X-ray imaging | Performs Skull View X-ray imaging | Offers CBCT scans for dental and maxillofacial imaging | Performs cephalogram imaging | Performs panoramic dental X-ray imaging OPG/dental panoramic X-ray system | CBCT scanner for dental imaging | Cephalometric X-ray system | Panoramic dental X-ray unit | CBCT scanner | CBCT scanner for maxillofacial imaging | Skull View X-ray unit | OPG X-ray unit | Panoramic (OPG) X-ray machine | Cephalometric X-ray unit Bhopal Madhya Pradesh OPG/dental panoramic X-ray system CBCT scanner for dental imaging Cephalometric X-ray system Panoramic dental X-ray unit CBCT scanner CBCT scanner for maxillofacial imaging Skull View X-ray unit OPG X-ray unit Panoramic (OPG) X-ray machine Cephalometric X-ray unit Performs skull view X-ray imaging Uses modern 3D imaging technology for dental and maxillofacial imaging Provides CBCT imaging for dental and maxillofacial planning Supports implant planning imaging Performs TMJ imaging Offers TMJ imaging Provides OPG panoramic X-ray imaging Offers OPG X-ray Offers Cephalogram Supports orthodontic evaluation with imaging Performs sinus and airway analysis imaging Provides sinus and airway analysis Performs CBCT scans for maxillofacial imaging Offers Skull View X-ray Performs Cephalometric skull X-ray imaging Performs Panoramic dental X-ray imaging Offers panoramic dental X-ray Supports dental implant planning with imaging Performs OPG imaging Supports orthodontic evaluation imaging Offers cephalometric X-ray (Cephalometric/X-ray Ceph) Performs cephalometric X-ray imaging Performs Skull View X-ray imaging Offers CBCT scans for dental and maxillofacial imaging Performs cephalogram imaging Performs panoramic dental X-ray imaging",,,,,,,,,,,,"['OPG/dental panoramic X-ray system', 'CBCT scanner for dental imaging', 'Cephalometric X-ray system', 'Panoramic dental X-ray unit', 'CBCT scanner', 'CBCT scanner for maxillofacial imaging', 'Skull View X-ray unit', 'OPG X-ray unit', 'Panoramic (OPG) X-ray machine', 'Cephalometric X-ray unit']","['Performs skull view X-ray imaging', 'Uses modern 3D imaging technology for dental and maxillofacial imaging', 'Provides CBCT imaging for dental and maxillofacial planning', 'Supports implant planning imaging', 'Performs TMJ imaging', 'Offers TMJ imaging', 'Provides OPG panoramic X-ray imaging', 'Offers OPG X-ray', 'Offers Cephalogram', 'Supports orthodontic evaluation with imaging', 'Performs sinus and airway analysis imaging', 'Provides sinus and airway analysis', 'Performs CBCT scans for maxillofacial imaging', 'Offers Skull View X-ray', 'Performs Cephalometric skull X-ray imaging', 'Performs Panoramic dental X-ray imaging', 'Offers panoramic dental X-ray', 'Supports dental implant planning with imaging', 'Performs OPG imaging', 'Supports orthodontic evaluation imaging', 'Offers cephalometric X-ray (Cephalometric/X-ray Ceph)', 'Performs cephalometric X-ray imaging', 'Performs Skull View X-ray imaging', 'Offers CBCT scans for dental and maxillofacial imaging', 'Performs cephalogram imaging', 'Performs panoramic dental X-ray imaging']",,insufficient_data,We specialize in Maxillofacial Imaging and analysis and 3D printing for Medical usage.,18.8,30.0,25.0,2.0,5.0,[],We specialize in Maxillofacial Imaging and analysis and 3D printing for Medical usage.,80.8,[],We specialize in Maxillofacial Imaging and analysis and 3D printing for Medical usage.,
00029,"3E Clinic - Expertise, Experience And Ethics",Noida,Uttar Pradesh,201307,28.57530975,77.3817749,clinic,['pediatrics | familyMedicine | pediatricGastroenterology | pediatricNephrology'],0.5,"3E Clinic - Expertise, Experience And Ethics Comprehensive Child care clinic. Comprehensive child care clinic | Always open | Has online presence at 3eclinic.com pediatrics | familyMedicine | pediatricGastroenterology | pediatricNephrology Noida Uttar Pradesh",,,False,True,False,False,False,False,False,False,,[],[],Always open,high,Capability:  Comprehensive child care clinic | Always open | Has online presence at 3eclinic.com,12.5,30.0,0.0,2.0,2.5,[],Capability:  Comprehensive child care clinic | Always open | Has online presence at 3eclinic.com,47.0,[],Capability:  Comprehensive child care clinic | Always open | Has online presence at 3eclinic.com,
00030,4 Senses Clinic,Bengaluru,Karnataka,560092,13.06017303,77.58889771,clinic,['familyMedicine | otolaryngology | dermatology'],0.5,"4 Senses Clinic 4 Senses is a one stop multispecialty Clinic in Sahakarnagar, Bangalore to handle all type of skin, hair, aesthetic , ear, nose throat diseases. As 4 Senses Suggests. Doctors here are specialized in treating four senses organs skin and hair, ear, nose, throat. Clinic has build with an aim to provide the best available care from illness to wellness affordable for all kind of people under one roof. Offers advanced skin, hair and ENT care | Located in Bangalore, Karnataka, India | Has a website at foursenses.in familyMedicine | otolaryngology | dermatology Bengaluru Karnataka",,,,,,,,,,,,[],[],,insufficient_data,"4 Senses is a one stop multispecialty Clinic in Sahakarnagar, Bangalore to handle all type of skin, hair, aesthetic , ear, nose throat diseases.",12.5,30.0,0.0,2.0,2.5,[],"4 Senses is a one stop multispecialty Clinic in Sahakarnagar, Bangalore to handle all type of skin, hair, aesthetic , ear, nose throat diseases.",47.0,[],"4 Senses is a one stop multispecialty Clinic in Sahakarnagar, Bangalore to handle all type of skin, hair, aesthetic , ear, nose throat diseases.",
00031,4N Dental Trading Company,Agra,Uttar Pradesh,282002,27.20108604,78.00706482,dentist,['radiology | emergencyMedicine | orthodontics | endodontics | dentistry'],0.375,4N Dental Trading Company We offer high-quality dental services & products to keep your smile healthy & happy. nan radiology | emergencyMedicine | orthodontics | endodontics | dentistry Agra Uttar Pradesh,,,True,,,,,,,,,[],[],,medium,We offer high-quality dental services & products to keep your smile healthy & happy.,9.4,30.0,0.0,2.0,10.0,[],We offer high-quality dental services & products to keep your smile healthy & happy.,51.4,[],We offer high-quality dental services & products to keep your smile healthy & happy.,
00032,4th Generation Homoeopathy Clinic,Amroha,Uttar Pradesh,244221,28.90794182,78.46066284,clinic,['pediatrics | reproductiveEndocrinologyAndInfertility | neurology | preventiveMedicine | andrologyAndMaleFertility | dermatology | hairAndNailDisorders | pulmonology | urology | familyMedicine | gastroenterology | gynecologyAndObstetrics | internalMedicine | chronicDiseasePreventionAndLifestyleMedicine | psychiatry | headacheMedicine | endocrinologyAndDiabetesAndMetabolism'],0.625,"4th Generation Homoeopathy Clinic Guzri Mohalla based 4th Generation Homoeopathy Clinic is a reputed homeopathy clinic run by renowned homoeopathy doctors. We treat all health problems including Hair Fall, Skin, Respiratory, Stomach Disorders, Infertility, Chronic Diseases, Psychological, Gastric Ailments, and much more. We render the best treatments in Guzri Mohalla for a host of Women and Children-related ailments as well. Contact us for a cost-effective and side-effect-free homeopathy treatment. Offers alternative and holistic health services | Modern infrastructure with state-of-the-art facilities. | Provides homeopathy treatment for psychological conditions | Located in Amroha, Uttar Pradesh (Pincode 244221). | Provides homeopathy treatment for respiratory disorders | Provides routine check-ups and preventive care. | Accepts debit/credit cards, Paytm, Google Pay, EMI, and other payment methods | Operates as a homeopathy clinic | Provides homeopathy treatment for stomach disorders | Team of experienced doctors. | Holistic approach to healthcare. | Online appointment scheduling available. | Provides homeopathy treatment for gastric ailments | Provides homeopathy treatment for skin disorders | Affordable and transparent services. | Accepts cash as payment mode | Specialized treatments include Hair Fall, Skin, Psoriasis, Eczema, Vitiligo, PCOS, Thyroid, Migraine, Sexual Health, Erectile Dysfunction, and Premature Ejaculation | Provides homeopathy treatment for infertility | Provides homeopathy treatment for hair fall | Offers advanced diagnostic procedures and treatment plans. | Homeopathy clinic offering homeopathy treatment services | Operates as a homeopathic clinic | Association Type: Non-Network. | Provides homeopathy treatment for chronic diseases | Outpatient services including general consultations, chronic disease management, vaccinations, and health screenings. pediatrics | reproductiveEndocrinologyAndInfertility | neurology | preventiveMedicine | andrologyAndMaleFertility | dermatology | hairAndNailDisorders | pulmonology | urology | familyMedicine | gastroenterology | gynecologyAndObstetrics | internalMedicine | chronicDiseasePreventionAndLifestyleMedicine | psychiatry | headacheMedicine | endocrinologyAndDiabetesAndMetabolism Provides treatment for paralysis | Offers vaccinations. | Provides advanced diagnostic procedures and treatment plans. | Erectile Dysfunction Treatment | Provides treatment for GI diseases | Eczema Treatment | Provides routine check-ups and preventive care. | Migraine Treatment | Psoriasis Treatment | Offers chronic disease management. | Provides treatment for kidney stones | Offers health screenings. | Skin Treatment | Provides treatment for warts | Vitiligo Treatment | PCOS Treatment | Hair Fall Treatment | Offers general consultations. | Provides treatment for female disorders | Thyroid Treatment | Premature Ejaculation Treatment | Provides treatment for alopecia | Provides treatment for skin diseases | Sexual Health Treatment Amroha Uttar Pradesh Provides treatment for paralysis Offers vaccinations Provides advanced diagnostic procedures and treatment plans Erectile Dysfunction Treatment Provides treatment for GI diseases Eczema Treatment Provides routine check-ups and preventive care Migraine Treatment Psoriasis Treatment Offers chronic disease management Provides treatment for kidney stones Offers health screenings Skin Treatment Provides treatment for warts Vitiligo Treatment PCOS Treatment Hair Fall Treatment Offers general consultations Provides treatment for female disorders Thyroid Treatment Premature Ejaculation Treatment Provides treatment for alopecia Provides treatment for skin diseases Sexual Health Treatment",False,,False,False,False,False,False,False,True,False,,[],"['Provides treatment for paralysis', 'Offers vaccinations', 'Provides advanced diagnostic procedures and treatment plans', 'Erectile Dysfunction Treatment', 'Provides treatment for GI diseases', 'Eczema Treatment', 'Provides routine check-ups and preventive care', 'Migraine Treatment', 'Psoriasis Treatment', 'Offers chronic disease management', 'Provides treatment for kidney stones', 'Offers health screenings', 'Skin Treatment', 'Provides treatment for warts', 'Vitiligo Treatment', 'PCOS Treatment', 'Hair Fall Treatment', 'Offers general consultations', 'Provides treatment for female disorders', 'Thyroid Treatment', 'Premature Ejaculation Treatment', 'Provides treatment for alopecia', 'Provides treatment for skin diseases', 'Sexual Health Treatment']",,high,"We treat all health problems including Hair Fall, Skin, Respiratory, Stomach Disorders, Infertility, Chronic Diseases, Psychological, Gastric Ailments, and much more.",15.6,30.0,25.0,2.0,10.0,[],"We treat all health problems including Hair Fall, Skin, Respiratory, Stomach Disorders, Infertility, Chronic Diseases, Psychological, Gastric Ailments, and much more.",82.6,[],"We treat all health problems including Hair Fall, Skin, Respiratory, Stomach Disorders, Infertility, Chronic Diseases, Psychological, Gastric Ailments, and much more.",
00033,5 Elements Wellness Clinic Center,Edappally,Kerala,682024,11.72597599,77.4125824,clinic,['pediatrics | psychiatry | allergyAndImmunology | hairAndNailDisorders | pediatricOtolaryngology | familyMedicine | urology | cardiology | gastroenterology | gynecologyAndObstetrics | rheumatology | developmental–behavioralPediatrics | woundHealingAndDermatologicRegenerativeMedicine | chronicDiseasePreventionAndLifestyleMedicine | cancerRehabilitation | pediatricNeurodevelopmentalDisabilities | headacheMedicine | medicalOncology'],0.625,"5 Elements Wellness Clinic Center 5 Elements Wellness Clinic Center. Health, Healing & Happiness. Guiding transformation through our integrative approach to health & wellness. Post Chemotherapy Rejuvenation program offered | Autoimmune Disorders program offered | Aims to treat root causes rather than only symptoms | Obesity program offered | Has Dr Vandana Yadav as Neuroscience-based Mindset & Emotional Intelligence Coach, licensed Homeopath, Co-founder and owner of 5 Elements Wellness Clinic | Depression program offered | Provides wellness therapies and consultation services | Operates as a wellness clinic offering holistic integrative therapies | Features Dr. Samreth's cancer care protocol | Non-Healing Ulcers program offered | Cancer Protocol program offered | Offers free consultation | Holistic wellness clinic | Aura Kirlian photography diagnostic service offered (GDV) | Has Dr Samreth M M as a BHMS, PG.DAc(Colombo), PG.Dip Nutrition & Dietics (Singapore) and Ozone Therapist | Offers in-person and online consultations | Located in Kochi, Kerala, India | Uses a team-based approach involving patient and doctor | Offers acupuncture clinic services and other traditional therapies pediatrics | psychiatry | allergyAndImmunology | hairAndNailDisorders | pediatricOtolaryngology | familyMedicine | urology | cardiology | gastroenterology | gynecologyAndObstetrics | rheumatology | developmental–behavioralPediatrics | woundHealingAndDermatologicRegenerativeMedicine | chronicDiseasePreventionAndLifestyleMedicine | cancerRehabilitation | pediatricNeurodevelopmentalDisabilities | headacheMedicine | medicalOncology Offers Meridian Tapping therapy | Sujok therapy is offered | Bio Energy Healing | Offers Ozone Therapy | Offers Traditional Chinese Acupuncture | Offers Reiki | Dorn therapy is offered | Offers Energy Medicine sessions | Offers Neuroscience Coaching | Offers Bach Flower Therapy | Provides GDV / Aura Kirlian photography | Chiropractic therapy is offered | Offers Somatic Movement Therapy | Provides Bach Flower therapy | Offers Theta Healing | Acupressure treatment is offered | Counselling is offered | Reflexology is offered | Offers Homeopathy | Offers acupuncture therapy | Ozone Therapy | Acupuncture | Provides Homoeopathy treatment | Transpersonal Regression Therapy | Acupuncture treatment is offered | Homoeopathy | Moxibotion therapy is offered | Offers Psych-K | Offers Access Consciousness/Bars/Body processes | Offers Energy Medicines and Transformational Therapies | Offers Medical Qigong sessions Edappally Kerala Offers Meridian Tapping therapy Sujok therapy is offered Bio Energy Healing Offers Ozone Therapy Offers Traditional Chinese Acupuncture Offers Reiki Dorn therapy is offered Offers Energy Medicine sessions Offers Neuroscience Coaching Offers Bach Flower Therapy Provides GDV / Aura Kirlian photography Chiropractic therapy is offered Offers Somatic Movement Therapy Provides Bach Flower therapy Offers Theta Healing Acupressure treatment is offered Counselling is offered Reflexology is offered Offers Homeopathy Offers acupuncture therapy Ozone Therapy Acupuncture Provides Homoeopathy treatment Transpersonal Regression Therapy Acupuncture treatment is offered Homoeopathy Moxibotion therapy is offered Offers Psych-K Offers Access Consciousness/Bars/Body processes Offers Energy Medicines and Transformational Therapies Offers Medical Qigong sessions",False,,False,False,False,False,True,False,True,False,,[],"['Offers Meridian Tapping therapy', 'Sujok therapy is offered', 'Bio Energy Healing', 'Offers Ozone Therapy', 'Offers Traditional Chinese Acupuncture', 'Offers Reiki', 'Dorn therapy is offered', 'Offers Energy Medicine sessions', 'Offers Neuroscience Coaching', 'Offers Bach Flower Therapy', 'Provides GDV / Aura Kirlian photography', 'Chiropractic therapy is offered', 'Offers Somatic Movement Therapy', 'Provides Bach Flower therapy', 'Offers Theta Healing', 'Acupressure treatment is offered', 'Counselling is offered', 'Reflexology is offered', 'Offers Homeopathy', 'Offers acupuncture therapy', 'Ozone Therapy', 'Acupuncture', 'Provides Homoeopathy treatment', 'Transpersonal Regression Therapy', 'Acupuncture treatment is offered', 'Homoeopathy', 'Moxibotion therapy is offered', 'Offers Psych-K', 'Offers Access Consciousness/Bars/Body processes', 'Offers Energy Medicines and Transformational Therapies', 'Offers Medical Qigong sessions']",,high,Operates as a wellness clinic offering holistic integrative therapies,15.6,30.0,25.0,8.0,5.0,[],Operates as a wellness clinic offering holistic integrative therapies,83.6,[],Operates as a wellness clinic offering holistic integrative therapies,
00034,7 Star Healthcare (Hospital),Delhi,Delhi,110025,28.55283737,77.29936218,hospital,['reproductiveEndocrinologyAndInfertility | radiology | cardiacSurgery | internalMedicine | pathology'],0.75,"7 Star Healthcare (Hospital) Renowned multi-speciality clinic offering diverse medical services by experienced doctors in various fields. 24x7 ultrasound imaging services | Motto: No compromise on quality | Multi-speciality clinic offering diverse medical services | Always open | Celebrates 2 years of operation (as of February 10, 2024) | Offers many specialties and diagnostic services under one roof | Located in Jamia Nagar, Delhi | Operates as a multispeciality hospital | Located in Delhi, India | Has experienced doctors reproductiveEndocrinologyAndInfertility | radiology | cardiacSurgery | internalMedicine | pathology Eye ultrasound | Minimally invasive urology | Offers pathology laboratory testing | Operates a diagnostic center | Diagnostic ultrasound | Provides X-ray imaging services Ultrasound imaging equipment (ultrasound machine) Delhi Delhi ultrasound imaging equipment (ultrasound machine) Eye ultrasound Minimally invasive urology Offers pathology laboratory testing Operates a diagnostic center Diagnostic ultrasound Provides X-ray imaging services",,,,True,,,,,,,,['ultrasound imaging equipment (ultrasound machine)'],"['Eye ultrasound', 'Minimally invasive urology', 'Offers pathology laboratory testing', 'Operates a diagnostic center', 'Diagnostic ultrasound', 'Provides X-ray imaging services']",Always open,high,Always open,18.8,30.0,21.0,2.0,2.5,[],Always open,74.3,[],Always open,
